user,recipient,subject,has_attachment,attachment_size,timestamp
user10,manager@company.com,Subject_9696,False,0.0,2025-11-18 07:22:43
user2,colleague@company.com,Subject_3078,False,0.0,2025-11-18 07:19:43
user10,manager@company.com,Subject_6236,False,0.0,2025-11-18 06:58:43
user10,manager@company.com,Subject_4632,False,0.0,2025-11-18 06:56:43
user20,personal@gmail.com,Subject_6652,False,0.0,2025-11-18 06:32:43
user17,external@partner.com,Subject_5819,True,5.06,2025-11-18 04:24:43
user14,colleague@company.com,Subject_5757,True,2.67,2025-11-18 02:59:43
user6,manager@company.com,Subject_6810,False,0.0,2025-11-18 02:21:43
user4,manager@company.com,Subject_7103,False,0.0,2025-11-18 01:47:43
user16,colleague@company.com,Subject_8276,False,0.0,2025-11-18 00:17:43
user20,personal@gmail.com,Subject_6521,False,0.0,2025-11-17 23:59:43
user7,colleague@company.com,Subject_9382,False,0.0,2025-11-17 23:11:43
user20,manager@company.com,Subject_1604,False,0.0,2025-11-17 22:34:43
user4,external@partner.com,Subject_3422,False,0.0,2025-11-17 22:24:43
user16,colleague@company.com,Subject_9019,False,0.0,2025-11-17 21:37:43
user9,colleague@company.com,Subject_6621,False,0.0,2025-11-17 21:22:43
user9,personal@gmail.com,Subject_6928,False,0.0,2025-11-17 20:44:43
user13,external@partner.com,Subject_2356,False,0.0,2025-11-17 20:34:43
user7,manager@company.com,Subject_6093,True,19.5,2025-11-17 20:05:43
user2,personal@gmail.com,Subject_6886,True,11.77,2025-11-17 19:32:43
user14,personal@gmail.com,Subject_2240,False,0.0,2025-11-17 18:59:43
user7,manager@company.com,Subject_9878,True,7.29,2025-11-17 14:57:43
user4,manager@company.com,Subject_1149,False,0.0,2025-11-17 14:47:43
user4,colleague@company.com,Subject_3249,True,12.39,2025-11-17 13:53:43
user11,colleague@company.com,Subject_7532,False,0.0,2025-11-17 12:16:43
user7,manager@company.com,Subject_7052,False,0.0,2025-11-17 11:22:43
user10,manager@company.com,Subject_7186,True,2.8,2025-11-17 10:54:43
user16,personal@gmail.com,Subject_5077,False,0.0,2025-11-17 09:53:43
user17,manager@company.com,Subject_3760,False,0.0,2025-11-17 09:52:43
user13,external@partner.com,Subject_5216,True,1.07,2025-11-17 07:40:43
user6,colleague@company.com,Subject_2957,False,0.0,2025-11-17 07:14:43
user3,manager@company.com,Subject_3395,False,0.0,2025-11-17 07:08:43
user20,colleague@company.com,Subject_6881,True,1.33,2025-11-17 06:15:43
user7,external@partner.com,Subject_4479,False,0.0,2025-11-17 05:13:43
user20,external@partner.com,Subject_1702,False,0.0,2025-11-17 04:42:43
user8,colleague@company.com,Subject_3977,False,0.0,2025-11-17 04:38:43
user15,manager@company.com,Subject_2431,False,0.0,2025-11-17 02:42:43
user4,colleague@company.com,Subject_9309,True,6.17,2025-11-17 01:14:43
user15,external@partner.com,Subject_1948,False,0.0,2025-11-16 23:38:43
user7,colleague@company.com,Subject_8652,True,7.99,2025-11-16 19:33:43
user3,manager@company.com,Subject_5377,True,1.98,2025-11-16 17:20:43
user12,manager@company.com,Subject_2182,False,0.0,2025-11-16 16:20:43
user15,colleague@company.com,Subject_6674,False,0.0,2025-11-16 15:22:43
user20,manager@company.com,Subject_9450,True,10.83,2025-11-16 15:02:43
user14,colleague@company.com,Subject_7165,True,7.07,2025-11-16 13:25:43
user20,colleague@company.com,Subject_7178,False,0.0,2025-11-16 12:28:43
user3,colleague@company.com,Subject_7055,False,0.0,2025-11-16 11:22:43
user5,manager@company.com,Subject_6030,False,0.0,2025-11-16 10:44:43
user15,manager@company.com,Subject_6435,True,8.77,2025-11-16 10:08:43
user8,personal@gmail.com,Subject_8880,True,19.26,2025-11-16 09:08:43
user13,personal@gmail.com,Subject_7651,False,0.0,2025-11-16 08:16:43
user2,personal@gmail.com,Subject_7948,False,0.0,2025-11-16 07:24:43
user4,manager@company.com,Subject_9280,False,0.0,2025-11-16 03:28:43
user4,manager@company.com,Subject_6951,False,0.0,2025-11-16 03:25:43
user18,colleague@company.com,Subject_6563,True,4.03,2025-11-16 03:24:43
user10,colleague@company.com,Subject_6728,False,0.0,2025-11-16 02:16:43
user20,personal@gmail.com,Subject_6564,False,0.0,2025-11-16 01:38:43
user17,personal@gmail.com,Subject_9710,False,0.0,2025-11-15 22:36:43
user13,external@partner.com,Subject_5071,False,0.0,2025-11-15 21:59:43
user13,colleague@company.com,Subject_5077,False,0.0,2025-11-15 20:56:43
user16,colleague@company.com,Subject_7242,False,0.0,2025-11-15 20:18:43
user12,external@partner.com,Subject_8949,False,0.0,2025-11-15 20:10:43
user1,colleague@company.com,Subject_1984,False,0.0,2025-11-15 19:41:43
user11,manager@company.com,Subject_2684,False,0.0,2025-11-15 18:33:43
user7,colleague@company.com,Subject_4398,False,0.0,2025-11-15 17:58:43
user20,manager@company.com,Subject_5810,False,0.0,2025-11-15 17:48:43
user13,personal@gmail.com,Subject_4152,False,0.0,2025-11-15 17:32:43
user13,personal@gmail.com,Subject_2762,False,0.0,2025-11-15 15:54:43
user5,manager@company.com,Subject_9622,True,18.17,2025-11-15 15:03:43
user6,colleague@company.com,Subject_4731,False,0.0,2025-11-15 13:57:43
user15,colleague@company.com,Subject_7285,False,0.0,2025-11-15 07:32:43
user18,external@partner.com,Subject_1608,True,10.21,2025-11-15 07:29:43
user17,colleague@company.com,Subject_4055,False,0.0,2025-11-15 07:27:43
user12,manager@company.com,Subject_7642,False,0.0,2025-11-15 07:03:43
user14,colleague@company.com,Subject_2941,True,8.06,2025-11-15 06:52:43
user10,colleague@company.com,Subject_1256,False,0.0,2025-11-15 06:19:43
user12,manager@company.com,Subject_9975,True,5.39,2025-11-15 06:12:43
user7,colleague@company.com,Subject_2461,True,18.47,2025-11-15 05:58:43
user14,personal@gmail.com,Subject_5715,False,0.0,2025-11-15 04:49:43
user4,colleague@company.com,Subject_5736,True,3.32,2025-11-15 01:57:43
user12,colleague@company.com,Subject_5535,False,0.0,2025-11-15 00:30:43
user20,personal@gmail.com,Subject_3181,True,2.13,2025-11-14 21:56:43
user18,colleague@company.com,Subject_6737,False,0.0,2025-11-14 17:56:43
user2,colleague@company.com,Subject_5846,True,3.26,2025-11-14 16:40:43
user15,colleague@company.com,Subject_6560,False,0.0,2025-11-14 16:34:43
user12,manager@company.com,Subject_3129,True,6.5,2025-11-14 13:55:43
user13,manager@company.com,Subject_9613,False,0.0,2025-11-14 11:33:43
user20,colleague@company.com,Subject_6300,False,0.0,2025-11-14 11:14:43
user3,manager@company.com,Subject_3118,False,0.0,2025-11-14 10:29:43
user17,manager@company.com,Subject_3793,True,19.27,2025-11-14 10:21:43
user12,manager@company.com,Subject_1833,True,8.87,2025-11-14 09:29:43
user20,external@partner.com,Subject_7018,True,10.28,2025-11-14 08:08:43
user14,manager@company.com,Subject_2475,False,0.0,2025-11-14 07:21:43
user12,colleague@company.com,Subject_5392,False,0.0,2025-11-14 07:09:43
user14,personal@gmail.com,Subject_7811,False,0.0,2025-11-14 06:55:43
user20,personal@gmail.com,Subject_7653,False,0.0,2025-11-14 06:28:43
user6,manager@company.com,Subject_8778,False,0.0,2025-11-14 06:11:43
user10,colleague@company.com,Subject_4147,True,3.51,2025-11-14 05:55:43
user15,personal@gmail.com,Subject_2459,False,0.0,2025-11-14 04:07:43
user17,manager@company.com,Subject_3112,False,0.0,2025-11-14 01:34:43
user6,personal@gmail.com,Subject_3657,False,0.0,2025-11-14 01:25:43
user18,manager@company.com,Subject_3203,True,5.43,2025-11-13 23:12:43
user17,colleague@company.com,Subject_4576,False,0.0,2025-11-13 22:49:43
user17,manager@company.com,Subject_7363,True,9.81,2025-11-13 22:34:43
user19,manager@company.com,Subject_8184,False,0.0,2025-11-13 22:28:43
user13,manager@company.com,Subject_1755,False,0.0,2025-11-13 22:14:43
user13,colleague@company.com,Subject_7001,False,0.0,2025-11-13 20:45:43
user7,colleague@company.com,Subject_6606,True,0.86,2025-11-13 20:14:43
user3,colleague@company.com,Subject_2528,False,0.0,2025-11-13 18:47:43
user2,colleague@company.com,Subject_6065,False,0.0,2025-11-13 18:42:43
user1,colleague@company.com,Subject_5364,True,5.06,2025-11-13 17:41:43
user13,personal@gmail.com,Subject_4531,False,0.0,2025-11-13 15:26:43
user10,personal@gmail.com,Subject_7747,False,0.0,2025-11-13 15:23:43
user14,colleague@company.com,Subject_2968,False,0.0,2025-11-13 14:47:43
user13,colleague@company.com,Subject_2002,False,0.0,2025-11-13 14:18:43
user9,external@partner.com,Subject_9567,False,0.0,2025-11-13 14:02:43
user18,manager@company.com,Subject_8373,True,5.46,2025-11-13 13:20:43
user19,manager@company.com,Subject_8215,True,13.35,2025-11-13 12:35:43
user20,colleague@company.com,Subject_9597,True,13.47,2025-11-13 10:55:43
user13,manager@company.com,Subject_6383,True,1.07,2025-11-13 10:41:43
user1,manager@company.com,Subject_6585,False,0.0,2025-11-13 10:37:43
user18,manager@company.com,Subject_2592,False,0.0,2025-11-13 09:57:43
user20,colleague@company.com,Subject_8006,False,0.0,2025-11-13 08:29:43
user6,colleague@company.com,Subject_7772,False,0.0,2025-11-13 05:34:43
user16,personal@gmail.com,Subject_2703,True,18.8,2025-11-13 04:37:43
user7,manager@company.com,Subject_7862,False,0.0,2025-11-13 03:13:43
user4,external@partner.com,Subject_7763,False,0.0,2025-11-13 02:54:43
user5,external@partner.com,Subject_3009,False,0.0,2025-11-13 02:29:43
user6,manager@company.com,Subject_4066,False,0.0,2025-11-13 00:38:43
user20,external@partner.com,Subject_2804,False,0.0,2025-11-13 00:28:43
user3,colleague@company.com,Subject_7664,False,0.0,2025-11-12 21:53:43
user16,colleague@company.com,Subject_2575,False,0.0,2025-11-12 20:57:43
user2,external@partner.com,Subject_6329,False,0.0,2025-11-12 20:46:43
user20,colleague@company.com,Subject_3298,True,0.49,2025-11-12 20:45:43
user9,manager@company.com,Subject_1276,False,0.0,2025-11-12 20:17:43
user8,external@partner.com,Subject_2861,True,8.13,2025-11-12 20:08:43
user17,colleague@company.com,Subject_8478,False,0.0,2025-11-12 19:50:43
user6,external@partner.com,Subject_3368,True,6.48,2025-11-12 16:54:43
user5,manager@company.com,Subject_7737,False,0.0,2025-11-12 16:40:43
user3,manager@company.com,Subject_2664,True,11.62,2025-11-12 16:02:43
user8,external@partner.com,Subject_9144,False,0.0,2025-11-12 15:07:43
user7,manager@company.com,Subject_7966,True,10.63,2025-11-12 14:24:43
user10,manager@company.com,Subject_3931,True,5.18,2025-11-12 14:17:43
user20,external@partner.com,Subject_7648,False,0.0,2025-11-12 13:15:43
user20,colleague@company.com,Subject_1638,True,7.56,2025-11-12 11:02:43
user7,manager@company.com,Subject_1048,False,0.0,2025-11-12 10:07:43
user19,manager@company.com,Subject_5394,False,0.0,2025-11-12 08:34:43
user19,colleague@company.com,Subject_6656,True,18.54,2025-11-12 06:26:43
user2,colleague@company.com,Subject_3902,False,0.0,2025-11-12 05:56:43
user13,manager@company.com,Subject_1042,False,0.0,2025-11-12 05:08:43
user20,personal@gmail.com,Subject_2272,True,16.9,2025-11-12 02:38:43
user20,colleague@company.com,Subject_2251,False,0.0,2025-11-12 01:53:43
user17,manager@company.com,Subject_4349,False,0.0,2025-11-11 23:47:43
user19,colleague@company.com,Subject_8475,False,0.0,2025-11-11 23:37:43
user11,colleague@company.com,Subject_7047,False,0.0,2025-11-11 22:32:43
user4,manager@company.com,Subject_2842,False,0.0,2025-11-11 19:31:43
user13,colleague@company.com,Subject_9607,False,0.0,2025-11-11 19:30:43
user18,personal@gmail.com,Subject_3498,True,16.44,2025-11-11 18:38:43
user8,colleague@company.com,Subject_6676,False,0.0,2025-11-11 17:57:43
user19,manager@company.com,Subject_9211,False,0.0,2025-11-11 15:59:43
user20,manager@company.com,Subject_9743,False,0.0,2025-11-11 15:49:43
user13,personal@gmail.com,Subject_7556,False,0.0,2025-11-11 15:04:43
user8,personal@gmail.com,Subject_9207,False,0.0,2025-11-11 14:50:43
user20,external@partner.com,Subject_8853,False,0.0,2025-11-11 11:53:43
user15,external@partner.com,Subject_7005,False,0.0,2025-11-11 11:51:43
user19,manager@company.com,Subject_8759,True,18.3,2025-11-11 10:24:43
user7,manager@company.com,Subject_6260,False,0.0,2025-11-11 09:45:43
user16,manager@company.com,Subject_5403,True,5.56,2025-11-11 09:41:43
user12,manager@company.com,Subject_7374,False,0.0,2025-11-11 09:14:43
user16,manager@company.com,Subject_7264,False,0.0,2025-11-11 08:07:43
user1,manager@company.com,Subject_6987,False,0.0,2025-11-11 06:42:43
user3,manager@company.com,Subject_7491,False,0.0,2025-11-11 06:41:43
user18,manager@company.com,Subject_8284,False,0.0,2025-11-11 06:15:43
user12,colleague@company.com,Subject_3484,True,15.17,2025-11-11 04:11:43
user7,external@partner.com,Subject_5867,True,3.16,2025-11-11 02:03:43
user13,manager@company.com,Subject_8893,False,0.0,2025-11-11 01:55:43
user16,manager@company.com,Subject_5512,False,0.0,2025-11-11 01:35:43
user1,manager@company.com,Subject_6504,True,4.07,2025-11-11 00:44:43
user5,colleague@company.com,Subject_1251,True,15.49,2025-11-11 00:07:43
user10,colleague@company.com,Subject_3484,True,14.58,2025-11-10 22:53:43
user8,manager@company.com,Subject_1921,False,0.0,2025-11-10 21:57:43
user12,manager@company.com,Subject_8734,False,0.0,2025-11-10 21:41:43
user1,manager@company.com,Subject_4901,False,0.0,2025-11-10 21:39:43
user13,colleague@company.com,Subject_8946,True,18.62,2025-11-10 21:25:43
user17,colleague@company.com,Subject_9052,True,0.55,2025-11-10 20:04:43
user14,colleague@company.com,Subject_7560,True,14.48,2025-11-10 19:42:43
user13,manager@company.com,Subject_6957,True,14.08,2025-11-10 19:34:43
user14,manager@company.com,Subject_2152,True,18.03,2025-11-10 19:27:43
user10,personal@gmail.com,Subject_3373,True,5.95,2025-11-10 18:15:43
user12,manager@company.com,Subject_9871,False,0.0,2025-11-10 17:39:43
user4,manager@company.com,Subject_9184,True,18.99,2025-11-10 15:58:43
user3,personal@gmail.com,Subject_8597,False,0.0,2025-11-10 13:48:43
user15,manager@company.com,Subject_9505,False,0.0,2025-11-10 12:51:43
user4,colleague@company.com,Subject_7794,False,0.0,2025-11-10 11:54:43
user4,manager@company.com,Subject_7716,False,0.0,2025-11-10 10:37:43
user13,external@partner.com,Subject_4260,False,0.0,2025-11-10 09:06:43
user20,manager@company.com,Subject_2951,False,0.0,2025-11-10 09:01:43
user1,colleague@company.com,Subject_3928,True,3.55,2025-11-10 08:44:43
user13,manager@company.com,Subject_1696,False,0.0,2025-11-10 08:25:43
user15,manager@company.com,Subject_6064,False,0.0,2025-11-10 07:40:43
user19,manager@company.com,Subject_1713,True,7.45,2025-11-10 06:41:43
user20,colleague@company.com,Subject_9243,False,0.0,2025-11-10 06:34:43
user6,personal@gmail.com,Subject_8729,False,0.0,2025-11-10 05:32:43
user10,manager@company.com,Subject_2146,False,0.0,2025-11-10 04:32:43
user13,personal@gmail.com,Subject_4550,False,0.0,2025-11-10 01:52:43
user7,colleague@company.com,Subject_4703,False,0.0,2025-11-10 01:49:43
user20,personal@gmail.com,Subject_9778,True,15.55,2025-11-09 23:58:43
user17,external@partner.com,Subject_2124,False,0.0,2025-11-09 23:30:43
user2,colleague@company.com,Subject_1186,True,4.66,2025-11-09 23:22:43
user7,colleague@company.com,Subject_9179,True,10.14,2025-11-09 19:58:43
user12,manager@company.com,Subject_1937,False,0.0,2025-11-09 19:45:43
user20,external@partner.com,Subject_9481,False,0.0,2025-11-09 19:12:43
user15,personal@gmail.com,Subject_9667,False,0.0,2025-11-09 17:56:43
user17,colleague@company.com,Subject_1808,True,2.44,2025-11-09 17:56:43
user20,personal@gmail.com,Subject_6772,False,0.0,2025-11-09 17:45:43
user19,personal@gmail.com,Subject_4983,True,11.53,2025-11-09 16:57:43
user8,manager@company.com,Subject_6917,False,0.0,2025-11-09 16:28:43
user18,colleague@company.com,Subject_1514,False,0.0,2025-11-09 15:18:43
user15,manager@company.com,Subject_4251,True,5.79,2025-11-09 13:52:43
user12,manager@company.com,Subject_1534,False,0.0,2025-11-09 13:37:43
user9,colleague@company.com,Subject_8349,True,13.66,2025-11-09 10:06:43
user18,manager@company.com,Subject_6207,True,7.74,2025-11-09 10:04:43
user9,manager@company.com,Subject_5051,False,0.0,2025-11-09 09:22:43
user16,manager@company.com,Subject_4308,True,6.35,2025-11-09 09:19:43
user4,colleague@company.com,Subject_4784,True,8.37,2025-11-09 07:58:43
user6,colleague@company.com,Subject_7691,False,0.0,2025-11-09 07:58:43
user13,external@partner.com,Subject_4040,True,11.3,2025-11-09 06:35:43
user17,manager@company.com,Subject_6692,False,0.0,2025-11-09 05:39:43
user8,colleague@company.com,Subject_9305,False,0.0,2025-11-09 04:11:43
user2,manager@company.com,Subject_4348,True,13.87,2025-11-09 03:38:43
user3,manager@company.com,Subject_4240,False,0.0,2025-11-09 03:04:43
user11,colleague@company.com,Subject_5024,False,0.0,2025-11-09 01:18:43
user4,manager@company.com,Subject_6552,True,13.89,2025-11-09 01:10:43
user7,manager@company.com,Subject_7240,True,11.13,2025-11-09 00:27:43
user15,manager@company.com,Subject_5292,False,0.0,2025-11-09 00:25:43
user13,external@partner.com,Subject_2837,False,0.0,2025-11-09 00:06:43
user10,colleague@company.com,Subject_6168,False,0.0,2025-11-08 23:13:43
user17,external@partner.com,Subject_4653,True,3.25,2025-11-08 21:53:43
user12,manager@company.com,Subject_1351,False,0.0,2025-11-08 20:33:43
user7,external@partner.com,Subject_3277,False,0.0,2025-11-08 19:00:43
user12,colleague@company.com,Subject_1426,False,0.0,2025-11-08 18:05:43
user5,personal@gmail.com,Subject_5089,True,2.58,2025-11-08 17:57:43
user8,colleague@company.com,Subject_8686,False,0.0,2025-11-08 15:34:43
user18,colleague@company.com,Subject_7087,False,0.0,2025-11-08 15:24:43
user3,colleague@company.com,Subject_7462,False,0.0,2025-11-08 15:04:43
user4,colleague@company.com,Subject_8646,True,12.62,2025-11-08 14:47:43
user4,colleague@company.com,Subject_4789,False,0.0,2025-11-08 13:57:43
user20,colleague@company.com,Subject_3785,False,0.0,2025-11-08 13:47:43
user5,manager@company.com,Subject_1749,True,11.31,2025-11-08 10:44:43
user11,manager@company.com,Subject_7999,True,18.19,2025-11-08 10:08:43
user5,external@partner.com,Subject_6631,True,17.88,2025-11-08 08:52:43
user16,colleague@company.com,Subject_3788,True,4.02,2025-11-08 08:09:43
user16,manager@company.com,Subject_2887,False,0.0,2025-11-08 07:46:43
user20,colleague@company.com,Subject_2696,False,0.0,2025-11-08 06:51:43
user6,colleague@company.com,Subject_4468,False,0.0,2025-11-08 06:39:43
user20,manager@company.com,Subject_6616,True,2.11,2025-11-08 06:24:43
user3,colleague@company.com,Subject_5828,False,0.0,2025-11-08 05:08:43
user7,personal@gmail.com,Subject_7569,False,0.0,2025-11-08 03:10:43
user6,manager@company.com,Subject_8072,False,0.0,2025-11-08 02:34:43
user13,external@partner.com,Subject_9366,False,0.0,2025-11-08 02:13:43
user20,external@partner.com,Subject_8144,True,12.6,2025-11-08 02:05:43
user4,personal@gmail.com,Subject_1779,False,0.0,2025-11-08 01:47:43
user13,external@partner.com,Subject_8469,False,0.0,2025-11-08 01:46:43
user5,personal@gmail.com,Subject_3707,False,0.0,2025-11-08 01:32:43
user19,colleague@company.com,Subject_9282,True,12.69,2025-11-08 01:21:43
user13,manager@company.com,Subject_1812,False,0.0,2025-11-08 00:55:43
user17,manager@company.com,Subject_8268,False,0.0,2025-11-08 00:53:43
user13,colleague@company.com,Subject_5018,False,0.0,2025-11-08 00:08:43
user7,external@partner.com,Subject_4990,True,10.72,2025-11-07 23:12:43
user13,manager@company.com,Subject_2790,True,15.93,2025-11-07 22:30:43
user10,manager@company.com,Subject_3867,False,0.0,2025-11-07 22:15:43
user20,colleague@company.com,Subject_8654,False,0.0,2025-11-07 21:27:43
user4,personal@gmail.com,Subject_3005,False,0.0,2025-11-07 20:08:43
user5,colleague@company.com,Subject_5248,True,2.7,2025-11-07 19:58:43
user20,colleague@company.com,Subject_3266,False,0.0,2025-11-07 19:16:43
user14,manager@company.com,Subject_6667,False,0.0,2025-11-07 19:11:43
user12,colleague@company.com,Subject_5088,True,14.63,2025-11-07 18:37:43
user20,personal@gmail.com,Subject_6203,False,0.0,2025-11-07 17:50:43
user16,manager@company.com,Subject_2106,False,0.0,2025-11-07 15:46:43
user20,manager@company.com,Subject_2016,False,0.0,2025-11-07 15:33:43
user16,manager@company.com,Subject_9753,False,0.0,2025-11-07 14:51:43
user17,manager@company.com,Subject_7608,False,0.0,2025-11-07 13:30:43
user16,manager@company.com,Subject_3805,True,7.1,2025-11-07 13:24:43
user12,manager@company.com,Subject_1273,True,5.89,2025-11-07 13:05:43
user20,personal@gmail.com,Subject_8599,True,14.23,2025-11-07 11:10:43
user14,colleague@company.com,Subject_2334,True,4.53,2025-11-07 09:33:43
user3,personal@gmail.com,Subject_9972,False,0.0,2025-11-07 08:30:43
user5,manager@company.com,Subject_1356,False,0.0,2025-11-07 05:09:43
user13,manager@company.com,Subject_8406,False,0.0,2025-11-07 04:51:43
user3,manager@company.com,Subject_2102,False,0.0,2025-11-07 04:10:43
user13,colleague@company.com,Subject_2596,False,0.0,2025-11-07 03:56:43
user16,manager@company.com,Subject_8367,False,0.0,2025-11-07 03:25:43
user4,colleague@company.com,Subject_2330,False,0.0,2025-11-07 03:02:43
user20,external@partner.com,Subject_5349,False,0.0,2025-11-07 01:30:43
user16,manager@company.com,Subject_5106,True,9.23,2025-11-07 01:26:43
user16,personal@gmail.com,Subject_8897,False,0.0,2025-11-07 00:55:43
user6,external@partner.com,Subject_3674,True,14.53,2025-11-07 00:39:43
user7,personal@gmail.com,Subject_4153,False,0.0,2025-11-06 21:44:43
user4,manager@company.com,Subject_4982,False,0.0,2025-11-06 20:36:43
user6,colleague@company.com,Subject_4988,False,0.0,2025-11-06 18:15:43
user17,manager@company.com,Subject_1949,False,0.0,2025-11-06 17:36:43
user12,personal@gmail.com,Subject_2028,False,0.0,2025-11-06 15:30:43
user20,manager@company.com,Subject_7865,False,0.0,2025-11-06 15:13:43
user6,colleague@company.com,Subject_2654,False,0.0,2025-11-06 12:01:43
user20,external@partner.com,Subject_3611,True,11.49,2025-11-06 11:20:43
user5,colleague@company.com,Subject_3107,False,0.0,2025-11-06 10:52:43
user8,colleague@company.com,Subject_3408,False,0.0,2025-11-06 08:51:43
user6,personal@gmail.com,Subject_8378,False,0.0,2025-11-06 06:54:43
user12,colleague@company.com,Subject_4268,False,0.0,2025-11-06 06:37:43
user20,personal@gmail.com,Subject_3692,True,13.34,2025-11-06 06:36:43
user13,personal@gmail.com,Subject_8322,False,0.0,2025-11-06 05:45:43
user9,colleague@company.com,Subject_2059,False,0.0,2025-11-06 04:36:43
user12,colleague@company.com,Subject_2127,False,0.0,2025-11-06 03:30:43
user18,colleague@company.com,Subject_2914,False,0.0,2025-11-06 03:20:43
user1,colleague@company.com,Subject_3394,False,0.0,2025-11-06 03:12:43
user19,colleague@company.com,Subject_4229,False,0.0,2025-11-06 02:40:43
user17,manager@company.com,Subject_3536,False,0.0,2025-11-06 01:50:43
user13,personal@gmail.com,Subject_2453,True,2.46,2025-11-06 01:39:43
user9,colleague@company.com,Subject_4356,False,0.0,2025-11-06 01:33:43
user3,external@partner.com,Subject_9655,True,7.04,2025-11-06 01:26:43
user17,personal@gmail.com,Subject_7683,True,1.99,2025-11-06 00:42:43
user20,personal@gmail.com,Subject_4730,False,0.0,2025-11-05 22:51:43
user20,personal@gmail.com,Subject_2622,True,9.09,2025-11-05 22:40:43
user15,external@partner.com,Subject_9532,False,0.0,2025-11-05 22:38:43
user13,manager@company.com,Subject_5961,False,0.0,2025-11-05 22:26:43
user13,manager@company.com,Subject_6395,False,0.0,2025-11-05 22:02:43
user17,external@partner.com,Subject_3970,False,0.0,2025-11-05 21:12:43
user8,colleague@company.com,Subject_8519,False,0.0,2025-11-05 19:29:43
user20,external@partner.com,Subject_8617,False,0.0,2025-11-05 18:57:43
user19,colleague@company.com,Subject_3835,False,0.0,2025-11-05 18:26:43
user7,external@partner.com,Subject_7026,False,0.0,2025-11-05 17:39:43
user11,external@partner.com,Subject_4073,False,0.0,2025-11-05 16:38:43
user20,colleague@company.com,Subject_9995,False,0.0,2025-11-05 14:18:43
user20,manager@company.com,Subject_9996,False,0.0,2025-11-05 14:11:43
user8,colleague@company.com,Subject_4120,True,18.45,2025-11-05 13:19:43
user14,personal@gmail.com,Subject_3401,True,15.15,2025-11-05 13:03:43
user17,colleague@company.com,Subject_5378,False,0.0,2025-11-05 11:11:43
user17,manager@company.com,Subject_3349,False,0.0,2025-11-05 11:03:43
user5,personal@gmail.com,Subject_8468,False,0.0,2025-11-05 09:36:43
user5,manager@company.com,Subject_4766,False,0.0,2025-11-05 08:42:43
user18,colleague@company.com,Subject_6931,False,0.0,2025-11-05 06:40:43
user1,colleague@company.com,Subject_3238,False,0.0,2025-11-05 03:12:43
user11,manager@company.com,Subject_6130,True,10.85,2025-11-05 01:43:43
user13,external@partner.com,Subject_4998,False,0.0,2025-11-05 00:50:43
user19,personal@gmail.com,Subject_1846,False,0.0,2025-11-04 23:56:43
user16,manager@company.com,Subject_2634,False,0.0,2025-11-04 22:14:43
user13,external@partner.com,Subject_5901,True,6.26,2025-11-04 22:04:43
user13,colleague@company.com,Subject_9760,False,0.0,2025-11-04 21:59:43
user6,manager@company.com,Subject_9791,False,0.0,2025-11-04 20:22:43
user7,personal@gmail.com,Subject_9306,False,0.0,2025-11-04 19:39:43
user20,colleague@company.com,Subject_8832,False,0.0,2025-11-04 19:29:43
user10,personal@gmail.com,Subject_8209,False,0.0,2025-11-04 16:41:43
user15,colleague@company.com,Subject_5008,True,19.23,2025-11-04 15:57:43
user11,colleague@company.com,Subject_8909,False,0.0,2025-11-04 15:25:43
user8,manager@company.com,Subject_1941,False,0.0,2025-11-04 15:17:43
user7,personal@gmail.com,Subject_5949,True,6.67,2025-11-04 15:00:43
user13,personal@gmail.com,Subject_7145,True,3.45,2025-11-04 14:50:43
user20,colleague@company.com,Subject_7751,False,0.0,2025-11-04 13:06:43
user1,manager@company.com,Subject_8084,True,10.34,2025-11-04 11:19:43
user3,colleague@company.com,Subject_3660,False,0.0,2025-11-04 10:38:43
user16,colleague@company.com,Subject_3931,True,17.65,2025-11-04 09:37:43
user20,manager@company.com,Subject_2931,False,0.0,2025-11-04 09:28:43
user7,personal@gmail.com,Subject_9870,False,0.0,2025-11-04 04:45:43
user20,manager@company.com,Subject_9118,False,0.0,2025-11-04 04:33:43
user15,manager@company.com,Subject_9006,False,0.0,2025-11-04 03:57:43
user13,external@partner.com,Subject_9613,False,0.0,2025-11-04 03:41:43
user13,manager@company.com,Subject_9212,False,0.0,2025-11-04 02:05:43
user12,manager@company.com,Subject_3381,False,0.0,2025-11-04 01:23:43
user17,manager@company.com,Subject_7841,False,0.0,2025-11-04 00:10:43
user2,manager@company.com,Subject_6851,False,0.0,2025-11-03 23:10:43
